Student_ID,Z_Name,Animal_Type,Animal_Category,Zootopia_District,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Fur_Color,Paw_Size,Tail_Length_cm,Stress_Level
736,Judy Jaguar,Yak,Prey,,7.7,0.1,7.4,2.4,6.4,White,Medium,76,Moderate
737,Officer Chipmunk,Hippo,Prey,Sahara Square,5.8,2.6,9.9,3.2,2.5,Spotted,Medium,78,Low
738,Ranger Jaguar,Rhino,Prey,Savanna Central,7.1,0.5,8.1,5.6,2.7,White,Medium,103,Moderate
739,Frantic Dog,Polar Bear,Predator,,8.3,0.3,6.8,3.3,5.3,Black,Small,85,High
740,Sparky Armadillo,Hamster,Prey,Downtown,9.1,2.4,6.9,1.4,4.2,White,Medium,42,High
741,Clawhauser Hippo,Hippo,Prey,Savanna Central,5.5,,7.1,4.1,5.9,Black,Small,70,Low
742,Bonnie Hare,Panther,Predator,Downtown,7.0,0.7,5.8,5.0,5.5,Striped,Medium,34,High
743,Gary Porcupine,Tiger,Predator,Savanna Central,5.2,1.7,5.8,5.3,6.0,Orange,Large,14,High
744,Bucky Wilde,Jaguar,Predator,Meadowlands,7.5,2.9,9.8,0.8,3.0,Golden,Extra Large,47,Moderate
745,Frantic Macaque,Hedgehog,Prey,Downtown,,3.7,9.6,0.8,0.5,Grey,Extra Large,41,High
746,Sharla Porcupine,Rhino,Prey,Downtown,8.8,2.1,8.4,2.0,2.7,Spotted,Medium,117,High
748,Gazelle Tiger,Cheetah,Predator,Tundratown,7.2,1.5,9.6,1.4,4.3,Spotted,Medium,99,Moderate
749,Claws Squirrel,Mouse,Prey,Tundratown,9.2,1.9,7.6,1.6,3.7,Brown,Medium,53,High
750,Fluffy Otter,Polar Bear,Predator,Meadowlands,5.2,1.1,5.0,5.9,6.8,Spotted,Large,147,High
751,Emmitt Sloth,Rat,Prey,Downtown,9.8,1.6,8.6,1.4,2.6,Striped,Large,58,High
752,Claws Panther,Hamster,Prey,Rainforest District,9.7,1.6,8.9,1.0,2.8,Striped,Medium,126,High
753,Bucky Coyote,Elephant,Prey,Rainforest District,10.0,0.1,8.0,3.9,2.0,Striped,Extra Large,123,High
754,Duke Cheetah,Wolf,Predator,Rainforest District,9.7,0.7,8.1,1.2,4.3,Brown,Large,39,High
755,Fabienne Weasel,Rhino,Prey,Downtown,6.5,2.2,7.1,1.0,7.2,Brown,Large,62,Moderate
756,Frantic Lion,Sloth,Prey,,8.8,3.6,,2.4,3.8,Golden,Medium,48,High
757,Ranger Cheetah,Zebra,Prey,,5.5,0.1,8.3,3.6,6.5,,Large,44,Low
758,Manchas Rabbit,Lion,Predator,Tundratown,5.1,3.3,9.9,0.8,4.9,Orange,Extra Large,50,Low
759,Gareth Beaver,Sloth,Prey,Tundratown,6.2,3.5,9.6,2.0,2.7,White,Extra Large,114,Moderate
760,Mayor Badger,Panther,Predator,Rainforest District,5.1,2.3,5.1,4.7,6.8,Orange,Large,92,High
761,Chief Hedgehog,Rhino,Prey,Rainforest District,6.5,0.2,7.9,2.4,7.0,Golden,Large,112,Moderate
762,Frantic Porcupine,Sheep,Prey,Sahara Square,6.4,2.8,6.4,5.4,3.0,Grey,Medium,115,Moderate
763,Koslov Macaque,Sloth,Prey,Savanna Central,6.9,2.2,5.3,2.6,7.0,Striped,Medium,0,High
764,Peter Tiger,Hamster,Prey,Sahara Square,6.1,0.9,9.1,5.6,2.3,Grey,Extra Large,92,Moderate
765,Gideon Gorilla,Lion,Predator,Savanna Central,5.5,1.8,6.7,5.2,4.8,Spotted,Small,49,Low
766,Doug Wolf,Hippo,Prey,Meadowlands,6.7,1.6,7.6,1.0,7.1,White,Large,89,Moderate
767,Gideon Sloth,Sloth,Prey,Downtown,7.9,3.2,8.8,0.6,3.5,Orange,Large,52,Moderate
768,Agent Chipmunk,Mouse,Prey,Meadowlands,6.8,1.6,8.4,0.3,6.9,White,Medium,44,Moderate
769,Sparky Bunny,Zebra,Prey,,5.2,,8.5,1.2,7.5,White,Large,62,Low
770,Hooves Cheetah,Hyena,Predator,Tundratown,9.4,3.6,6.5,1.0,3.5,White,Medium,139,High
771,Sharla Yak,Gazelle,Prey,Rainforest District,7.1,1.0,8.4,5.0,2.5,Black,Large,129,Moderate
772,Fluffy Shrew,Fox,Predator,,7.0,0.6,8.7,2.2,5.5,Orange,Extra Large,11,Moderate
773,Emmitt Rabbit,Rabbit,Prey,,8.4,1.1,5.4,6.0,3.1,White,Extra Large,52,High
774,Claws Hedgehog,Weasel,Predator,Sahara Square,9.3,1.2,7.3,3.7,2.5,Grey,Large,136,High
775,Paws Chipmunk,Yak,Prey,Meadowlands,7.1,1.7,6.7,3.4,5.1,Golden,Extra Large,78,Moderate
776,Peter Gorilla,Fox,Predator,Rainforest District,9.7,2.8,9.1,1.3,1.1,Orange,Large,45,High
777,Pronk Pig,Gazelle,Prey,Savanna Central,8.9,0.1,9.1,0.2,5.7,Orange,Medium,84,High
778,Chief Sloth,Polar Bear,Predator,Rainforest District,8.8,1.0,9.3,0.5,4.4,Orange,Large,14,High
779,Chief Squirrel,Hamster,Prey,Downtown,5.6,3.9,8.4,5.1,1.0,Striped,Small,23,Low
780,Nick Otter,Wolf,Predator,Meadowlands,8.0,2.4,8.4,3.0,2.2,,Large,72,Moderate
781,Fluffy Leopard,Lion,Predator,,7.1,1.1,8.8,1.4,5.6,Grey,Medium,100,Moderate
782,Dash Dog,Sheep,Prey,Rainforest District,8.1,3.0,6.1,0.4,6.4,White,Medium,85,High
783,Claws Opossum,Leopard,Predator,Meadowlands,5.7,2.4,9.2,0.3,6.4,Grey,Extra Large,145,Low
784,Gareth Baboon,Rat,Prey,Rainforest District,7.4,3.7,6.7,2.8,3.4,Brown,Medium,18,Moderate
785,Finnick Dog,Wolf,Predator,Sahara Square,5.1,0.3,6.3,0.2,12.1,White,Medium,133,Low
786,Gary Ocelot,Hippo,Prey,Tundratown,7.7,0.7,6.5,4.0,5.1,Orange,Extra Large,116,Moderate
787,Madge Dingo,Lion,Predator,Tundratown,9.8,0.2,9.5,2.6,1.9,Black,Medium,66,High
788,Gideon Puma,Wolf,Predator,Sahara Square,5.3,0.4,8.0,2.0,8.3,Golden,Medium,2,Low
789,Doug Macaque,Elephant,Prey,Sahara Square,9.6,1.6,5.7,4.3,2.8,Striped,Medium,4,High
790,Duke Shrew,Lion,Predator,,8.5,3.6,9.0,2.0,0.9,Brown,Medium,72,High
791,Peter Mouse,Hyena,Predator,Sahara Square,8.4,3.8,6.5,0.0,5.3,Spotted,Small,50,High
792,Nangi Rabbit,Sheep,Prey,Savanna Central,8.3,2.5,8.0,0.1,5.1,Grey,Extra Large,114,High
794,Hooves Squirrel,Giraffe,Prey,Sahara Square,5.5,3.3,9.6,3.6,2.0,Spotted,Small,17,Low
795,Judy Mouse,Panther,Predator,Sahara Square,5.5,1.6,8.6,4.7,3.6,Grey,Small,8,Low
796,Jerry Otter,Giraffe,Prey,Meadowlands,6.3,0.1,7.7,5.1,4.8,Striped,Extra Large,137,Moderate
797,Lionheart Porcupine,Moose,Prey,Downtown,9.8,2.3,7.6,0.4,3.9,Striped,Small,87,High
798,Bogo Jaguar,Gazelle,Prey,Savanna Central,8.0,,6.2,0.6,7.6,Grey,Extra Large,126,Moderate
799,Yax Raccoon,Moose,Prey,Sahara Square,6.6,0.4,5.9,5.9,5.2,White,Large,0,High
800,Koslov Leopard,Sheep,Prey,Sahara Square,9.4,4.0,7.9,2.2,0.5,Striped,Large,16,High
801,Stu Coyote,Leopard,Predator,Savanna Central,6.6,1.2,7.0,4.0,5.2,Striped,Large,19,Moderate
802,Paws Porcupine,Rabbit,Prey,Tundratown,5.7,2.5,5.6,3.5,6.7,Golden,Extra Large,74,High
803,Kevin Hare,Sloth,Prey,Sahara Square,8.5,2.8,8.8,3.4,0.5,Golden,Small,0,High
804,Fuzzy Pig,Hedgehog,Prey,Meadowlands,8.1,0.7,5.1,1.7,8.4,Orange,Extra Large,48,High
805,Yax Hedgehog,Rabbit,Prey,Savanna Central,7.2,2.5,9.2,1.0,4.1,White,Extra Large,75,Moderate
806,Agent Beaver,Rabbit,Prey,Rainforest District,7.9,2.2,5.4,0.3,8.2,Orange,Small,36,High
807,Gareth Jaguar,Wolf,Predator,Tundratown,5.5,2.3,7.7,1.4,7.1,Grey,Small,44,Low
808,Bucky Shrew,Mouse,Prey,Tundratown,5.2,2.0,8.4,1.5,6.9,Golden,Medium,31,Low
809,Koslov Bunny,Mouse,Prey,Sahara Square,6.5,2.5,9.5,4.5,1.0,Brown,Extra Large,116,Moderate
810,Priscilla Lion,Hedgehog,Prey,Rainforest District,6.8,2.6,7.3,1.1,6.2,Grey,Small,44,Moderate
811,Sharla Badger,Hippo,Prey,Downtown,8.5,,6.8,5.5,1.0,Grey,Extra Large,64,High
812,Madge Yak,Panther,Predator,Downtown,8.4,1.6,8.8,2.4,2.8,Grey,Large,122,High
813,Judy Cat,Moose,Prey,Sahara Square,7.1,3.7,6.3,0.7,6.2,Striped,Large,99,Moderate
814,Bogo Beaver,Hedgehog,Prey,Meadowlands,6.9,0.2,6.7,3.0,7.2,Golden,Medium,139,Moderate
815,FruFru Sloth,Leopard,Predator,Tundratown,5.8,2.6,10.0,2.5,3.1,Brown,Large,74,Low
816,,Cheetah,Predator,Meadowlands,5.6,3.5,7.1,2.3,5.5,Brown,Extra Large,20,Low
817,Chief Dog,Tiger,Predator,Downtown,8.3,1.8,8.2,0.4,5.3,Orange,Large,30,High
818,Nangi Hippo,Hippo,Prey,Rainforest District,5.8,1.9,8.0,3.5,4.8,Spotted,Medium,135,Low
819,Yax Baboon,Rabbit,Prey,Sahara Square,7.0,1.4,5.6,2.4,7.6,Spotted,Extra Large,68,High
820,FruFru Lynx,Rhino,Prey,Meadowlands,6.0,0.2,7.8,3.6,6.4,White,Large,19,Moderate
821,Pronk Bear,Panther,Predator,Tundratown,9.4,2.3,6.7,4.5,1.1,Orange,Medium,103,High
822,Raymond Porcupine,Gazelle,Prey,Rainforest District,7.8,3.6,7.0,1.7,3.9,Golden,Medium,133,Moderate
823,Fluffy Tiger,Otter,Predator,Downtown,5.7,0.6,7.2,3.6,6.9,Grey,Small,140,Low
824,Mayor Shrew,Yak,Prey,Savanna Central,9.1,,7.4,3.8,3.4,White,Medium,51,High
826,Swift Porcupine,Giraffe,Prey,Rainforest District,7.9,3.7,8.4,,2.1,Grey,Large,65,Moderate
827,Gary Sheep,Fox,Predator,Sahara Square,9.0,3.8,,5.9,0.2,Golden,Large,86,High
828,Bonnie Rat,Hyena,Predator,Savanna Central,7.2,2.6,6.9,0.3,7.0,Spotted,Extra Large,125,Moderate
829,Emmitt Lynx,Sloth,Prey,Sahara Square,8.0,3.6,6.9,1.2,4.3,Brown,Extra Large,69,Moderate
830,Kevin Lynx,Mouse,Prey,Tundratown,9.1,3.3,7.9,1.3,2.4,Orange,Large,97,High
831,Ranger Coyote,Gazelle,Prey,Rainforest District,9.0,2.2,,2.3,1.4,Orange,Medium,19,High
832,,Hippo,Prey,Sahara Square,7.1,3.8,7.7,3.3,2.1,White,Small,126,Moderate
833,Nangi Chipmunk,Sheep,Prey,,6.1,2.5,7.9,1.1,6.4,Spotted,Large,104,Moderate
834,Sharla Puma,Hippo,Prey,Rainforest District,,2.1,6.1,4.0,3.0,Grey,Extra Large,23,High
835,Duke Sheep,Rabbit,Prey,Downtown,5.4,1.8,5.8,1.1,9.9,,Extra Large,81,High
836,Frantic Hyena,Yak,Prey,Savanna Central,5.3,1.6,,2.9,6.6,Black,Small,85,Low
837,Gideon Elephant,Otter,Predator,Meadowlands,6.9,3.4,5.7,3.0,5.0,White,Small,63,High
838,Dash Wilde,Otter,Predator,Tundratown,9.4,2.2,9.8,0.1,2.5,Striped,Large,7,High
839,Agent Cougar,Sloth,Prey,,,0.2,5.9,3.2,9.2,Brown,Small,31,High
840,Koslov Lynx,Leopard,Predator,Savanna Central,9.7,3.4,6.5,0.3,4.1,Grey,Extra Large,78,High
841,Lionheart Raccoon,Panther,Predator,Sahara Square,5.8,0.5,5.6,3.1,9.0,White,Extra Large,103,High
842,Paws Squirrel,Weasel,Predator,Downtown,9.9,2.7,9.7,0.2,1.5,Grey,Medium,107,High
843,Clawhauser Raccoon,Polar Bear,Predator,Downtown,6.9,2.2,,0.0,9.5,Brown,Extra Large,110,High
844,Emmitt Rat,Gazelle,Prey,Sahara Square,7.1,2.0,7.1,0.1,7.7,Striped,Medium,61,Moderate
845,Jerry Macaque,Giraffe,Prey,Sahara Square,6.7,0.7,5.5,5.7,5.4,,Extra Large,83,High
846,Manchas Wolf,Cheetah,Predator,,6.6,1.6,6.2,0.6,9.0,Spotted,Medium,28,Moderate
847,Nangi Tiger,Lion,Predator,,5.9,3.2,8.4,3.3,3.2,Black,Small,143,Low
848,Sparky Tiger,Zebra,Prey,Sahara Square,,,6.7,4.7,6.1,,Small,77,Low
849,Lionheart Hedgehog,Mouse,Prey,Savanna Central,10.0,1.0,9.4,3.0,0.6,Brown,Medium,129,High
850,Finnick Skunk,Sheep,Prey,Savanna Central,7.0,3.9,5.9,4.8,2.4,Golden,Medium,65,High
851,Paws Hopps,Pig,Prey,Rainforest District,6.7,2.9,,3.5,3.8,White,Extra Large,47,Moderate
852,Gareth Porcupine,Giraffe,Prey,Downtown,9.3,0.2,8.5,0.8,5.2,White,Extra Large,72,High
853,Tail Hedgehog,Fox,Predator,Downtown,7.1,2.2,7.0,3.1,4.6,Grey,Small,139,Moderate
854,Chief Dingo,Otter,Predator,Sahara Square,5.7,0.6,9.7,5.3,2.7,White,Medium,149,Low
855,Peter Bunny,Polar Bear,Predator,Sahara Square,9.5,4.0,,1.6,2.9,Spotted,Extra Large,70,High
856,Hooves Chipmunk,Wolf,Predator,Rainforest District,7.1,1.4,8.0,3.5,4.0,Orange,Extra Large,110,Moderate
857,Jerry Leopard,Cheetah,Predator,Savanna Central,5.8,1.9,7.8,3.4,5.1,Grey,Extra Large,62,Low
858,Tail Wolf,Pig,Prey,Tundratown,5.1,1.4,8.9,3.4,5.2,Striped,Small,77,Low
859,Duke Puma,Lion,Predator,Rainforest District,6.3,2.8,7.8,4.8,2.3,White,Large,44,Moderate
860,Sparky Cougar,Sloth,Prey,Sahara Square,7.4,0.5,6.3,2.5,7.3,Brown,Large,15,Moderate
861,,Pig,Prey,Meadowlands,8.0,2.1,6.4,0.0,7.5,Orange,Large,47,Moderate
862,Dash Gorilla,Mouse,Prey,Downtown,8.7,0.1,7.9,5.6,1.7,Spotted,Extra Large,115,High
863,Yax Rhino,Rat,Prey,Downtown,5.9,,5.5,3.8,6.9,Golden,Medium,47,High
864,Gary Chipmunk,Hedgehog,Prey,Savanna Central,7.6,3.6,,0.1,6.7,Spotted,Extra Large,145,Moderate
865,Lionheart Badger,Lion,Predator,Meadowlands,9.3,2.3,9.5,1.7,1.2,Spotted,Large,96,High
866,FruFru Moose,Otter,Predator,Tundratown,8.7,3.7,7.9,0.7,3.0,White,Large,74,High
867,,Gazelle,Prey,Tundratown,6.3,0.8,6.2,1.8,8.9,Black,Large,85,Moderate
868,Koslov Hopps,Lion,Predator,Rainforest District,7.1,2.5,5.4,0.5,8.5,Golden,Large,40,High
869,Claws Hopps,Rabbit,Prey,Downtown,5.9,2.1,6.1,1.7,8.2,,Extra Large,3,Low
870,Bellwether Bear,Sloth,Prey,Sahara Square,5.1,2.6,8.3,4.8,3.2,Spotted,Medium,127,Low
871,Duke Weasel,Otter,Predator,Rainforest District,9.7,,5.8,5.3,3.1,Striped,Small,37,High
872,Nick Skunk,Hippo,Prey,Downtown,8.3,2.7,9.7,3.3,0.0,Grey,Medium,10,High
873,Flash Weasel,Polar Bear,Predator,Meadowlands,8.6,1.1,9.4,0.2,4.7,Grey,Large,3,High
874,Frantic Jaguar,Giraffe,Prey,Rainforest District,6.3,0.9,5.7,5.2,5.9,Black,Small,101,High
875,Duke Baboon,Hedgehog,Prey,Downtown,7.5,2.7,6.2,4.5,3.1,,Medium,114,Moderate
876,Nangi Cougar,Giraffe,Prey,Tundratown,7.1,0.8,9.9,3.9,2.3,Golden,Large,36,Moderate
877,Mayor Yak,Lion,Predator,Savanna Central,9.7,1.2,8.9,3.2,1.0,White,Medium,124,High
878,Bucky Fox,Panther,Predator,Sahara Square,8.4,2.9,7.9,1.0,3.8,Black,Large,132,High
879,Emmitt Porcupine,Rhino,Prey,Savanna Central,7.5,,7.1,3.9,4.3,Grey,Extra Large,110,Moderate
880,Frantic Beaver,Hyena,Predator,Meadowlands,7.0,1.1,6.0,4.7,5.2,Black,Small,76,Moderate
881,Clawhauser Wolf,Otter,Predator,Savanna Central,9.5,1.5,,3.8,0.4,White,Medium,89,High
882,Swift Mouse,Yak,Prey,Tundratown,9.8,1.5,6.7,0.4,5.6,Black,Small,144,High
883,Fuzzy Panther,Gazelle,Prey,,7.4,0.4,6.2,1.9,8.1,Brown,Extra Large,72,Moderate
884,Duke Coyote,Hamster,Prey,Sahara Square,6.5,3.4,9.3,3.7,1.1,Golden,Small,130,Moderate
885,Gareth Weasel,Jaguar,Predator,Tundratown,5.7,,9.7,4.0,1.8,White,Extra Large,72,Low
886,Snout Opossum,Hamster,Prey,Sahara Square,8.2,2.0,5.6,1.9,6.3,White,Medium,141,High
887,Snout Weasel,Pig,Prey,Rainforest District,9.0,3.4,5.7,5.6,0.3,White,Large,97,High
888,Ranger Lion,Giraffe,Prey,Savanna Central,8.8,3.2,9.7,0.7,1.6,Striped,Large,111,High
889,Lionheart Lynx,Mouse,Prey,Tundratown,9.3,0.5,8.5,4.2,1.5,,Medium,28,High
891,Gideon Badger,Jaguar,Predator,Meadowlands,7.4,3.4,6.9,1.0,5.3,Grey,Large,78,Moderate
892,Gareth Cougar,Otter,Predator,Meadowlands,5.9,2.9,7.6,3.6,4.0,Striped,Extra Large,14,Low
893,Clawhauser Dingo,Hyena,Predator,Savanna Central,7.3,3.3,9.1,3.1,1.2,Grey,Extra Large,142,Moderate
894,Flash Dingo,Panther,Predator,Sahara Square,6.8,3.5,8.6,0.6,4.5,Striped,Extra Large,99,Moderate
895,Stu Mouse,Mouse,Prey,,7.0,3.5,5.2,5.8,2.5,Spotted,Medium,99,High
896,Priscilla Bunny,Rhino,Prey,Tundratown,6.4,1.0,9.7,1.8,5.1,Spotted,Extra Large,54,Moderate
897,Bogo Wilde,Otter,Predator,Tundratown,,1.6,5.7,0.1,7.7,,Small,46,High
898,Raymond Jackal,Sheep,Prey,Meadowlands,6.8,1.4,6.7,3.1,6.0,Golden,Large,19,Moderate
899,Fluffy Hyena,Hyena,Predator,Tundratown,7.2,3.5,7.5,2.9,2.9,Striped,Large,25,Moderate
900,Nangi Lion,Weasel,Predator,Sahara Square,8.3,2.4,7.1,2.5,3.7,Striped,Large,116,High
901,Flash Bear,Lion,Predator,Rainforest District,8.9,0.8,9.1,3.4,1.8,Spotted,Large,59,High
902,,Hippo,Prey,Downtown,6.3,3.0,7.6,1.9,5.2,Brown,Extra Large,56,Moderate
903,Gazelle Lion,Hamster,Prey,,8.0,4.0,7.2,4.4,0.4,Orange,Large,30,Moderate
904,Raymond Sloth,Gazelle,Prey,Sahara Square,6.0,1.7,6.1,0.0,10.2,White,Medium,2,Moderate
905,FruFru Shrew,Tiger,Predator,Tundratown,9.6,3.4,8.7,0.4,1.9,Grey,Extra Large,7,High
907,Gideon Otter,Mouse,Prey,Savanna Central,6.9,2.5,8.6,0.7,5.3,Striped,Medium,3,Moderate
909,Kevin Hedgehog,Hippo,Prey,Savanna Central,9.3,3.5,5.0,4.7,1.5,Golden,Large,87,High
910,Manchas Rhino,Elephant,Prey,Savanna Central,7.4,3.9,8.8,1.0,2.9,Golden,Medium,82,Moderate
911,Bonnie Sloth,Lion,Predator,Tundratown,7.7,4.0,9.3,0.3,2.7,White,Small,68,Moderate
912,Peter Porcupine,Leopard,Predator,Rainforest District,5.0,1.6,6.2,4.9,6.3,Spotted,Medium,103,Low
913,Mayor Armadillo,Moose,Prey,Tundratown,6.7,3.3,5.0,1.8,7.2,White,Small,109,High
914,Fuzzy Ocelot,Mouse,Prey,Sahara Square,5.3,0.7,,1.7,8.5,Brown,Medium,60,Low
915,Yax Panther,Rabbit,Prey,Savanna Central,7.1,1.5,9.4,5.4,0.6,Brown,Extra Large,33,Moderate
916,Jerry Mouse,Zebra,Prey,Sahara Square,5.5,3.8,5.3,1.8,7.6,White,Small,140,High
917,Ranger Elephant,Rhino,Prey,Sahara Square,6.5,1.3,5.8,4.7,5.7,Spotted,Medium,53,High
918,Sharla Shrew,Jaguar,Predator,Meadowlands,5.6,0.3,9.5,1.1,7.5,White,Small,36,Low
919,Swift Dog,Rat,Prey,Tundratown,9.1,2.2,5.4,5.7,1.6,White,Small,77,High
920,FruFru Otter,Sheep,Prey,Sahara Square,5.8,,5.1,3.1,6.6,Spotted,Large,19,High
921,Peter Lion,Sheep,Prey,Downtown,8.8,3.7,9.5,1.6,0.4,Orange,Large,4,High
922,Bonnie Cougar,Panther,Predator,Savanna Central,6.4,1.2,6.9,2.4,7.1,White,Small,47,Moderate
923,FruFru Jaguar,Hyena,Predator,Tundratown,7.7,,8.5,1.0,6.2,Black,Large,16,Moderate
924,Raymond Elephant,Rabbit,Prey,,9.0,3.0,8.2,0.6,3.2,Orange,Large,46,High
925,Fluffy Macaque,Tiger,Predator,Downtown,7.7,0.3,6.9,2.5,6.6,Brown,Medium,56,Moderate
926,Flash Yak,Giraffe,Prey,,5.9,1.6,9.7,0.8,6.0,Striped,Small,59,Low
927,Peter Baboon,Hippo,Prey,Tundratown,8.8,0.4,9.9,1.9,3.0,Golden,Medium,144,High
928,Emmitt Rhino,Elephant,Prey,Tundratown,8.1,0.8,5.7,5.6,3.8,Spotted,Extra Large,128,High
929,Clawhauser Cheetah,Otter,Predator,Tundratown,9.6,3.5,8.1,2.3,0.5,Orange,Extra Large,109,High
930,Manchas Panther,Hedgehog,Prey,Savanna Central,6.6,2.5,6.8,0.9,7.2,Brown,Large,58,Moderate
931,Finnick Jaguar,Otter,Predator,Tundratown,8.0,3.3,6.9,0.8,5.0,Black,Medium,92,Moderate
932,Fabienne Jackal,Hyena,Predator,Tundratown,6.5,2.6,8.0,4.2,2.7,Brown,Extra Large,8,Moderate
933,Finnick Coyote,Hedgehog,Prey,Meadowlands,6.8,3.3,6.0,2.8,5.1,Striped,Medium,6,Moderate
934,Whiskers Armadillo,Rat,Prey,Sahara Square,5.5,3.5,6.7,4.1,4.2,White,Small,14,Low
935,Claws Ocelot,Panther,Predator,Meadowlands,,2.8,6.6,0.3,9.2,,Large,148,Low
936,,Zebra,Prey,Downtown,6.9,0.3,5.7,1.8,9.3,Black,Medium,91,High
937,Gazelle Rat,Sloth,Prey,Meadowlands,5.4,3.6,5.0,2.9,7.1,Black,Medium,114,High
938,Claws Moose,Lion,Predator,Sahara Square,9.6,0.6,9.8,0.8,3.2,Golden,Extra Large,110,High
940,Kevin Hyena,Sheep,Prey,Meadowlands,5.8,3.7,6.6,2.2,5.7,Golden,Extra Large,68,Low
941,Bogo Cheetah,Sheep,Prey,Downtown,8.8,1.4,9.8,3.0,1.0,Black,Medium,139,High
942,,Hippo,Prey,Meadowlands,5.2,1.0,7.3,1.4,9.1,Grey,Large,105,Low
943,Judy Lion,Rhino,Prey,,8.7,,7.1,1.5,3.0,Grey,Extra Large,37,High
944,Claws Weasel,Panther,Predator,Downtown,7.4,1.4,9.5,3.2,2.5,Black,Small,30,Moderate
946,Nangi Weasel,Otter,Predator,Savanna Central,9.0,3.8,8.1,2.3,0.8,Grey,Extra Large,12,High
947,Peter Hippo,Weasel,Predator,Meadowlands,9.0,3.4,7.0,0.2,4.4,Brown,Large,127,High
948,Fluffy Baboon,Polar Bear,Predator,Rainforest District,7.3,3.0,,3.8,3.1,White,Large,99,Moderate
949,Duke Armadillo,Jaguar,Predator,Tundratown,5.9,3.0,7.7,1.2,6.2,White,Extra Large,107,Low
950,Nick Hippo,Moose,Prey,Savanna Central,7.4,0.9,9.8,,1.7,Golden,Medium,78,Moderate
951,Yax Leopard,Wolf,Predator,Rainforest District,9.8,1.7,7.4,4.6,0.5,Golden,Small,101,High
952,Duke Beaver,Sloth,Prey,Meadowlands,6.3,1.8,5.6,1.2,9.1,Grey,Large,15,High
953,Nangi Macaque,Hedgehog,Prey,Meadowlands,5.0,0.2,9.9,1.5,7.4,Brown,Large,39,Low
954,Swift Raccoon,Leopard,Predator,Sahara Square,7.8,0.6,8.6,3.6,3.4,Brown,Medium,0,Moderate
955,Whiskers Hedgehog,Wolf,Predator,Sahara Square,8.7,3.1,9.9,1.3,1.0,Striped,Medium,88,High
956,Frantic Hippo,Hippo,Prey,Downtown,5.3,3.6,5.6,2.0,7.5,Brown,Medium,8,High
957,Flash Opossum,Gazelle,Prey,Tundratown,9.1,2.4,7.0,2.6,2.9,Orange,Small,147,High
958,Nangi Bunny,Yak,Prey,Meadowlands,9.3,0.4,8.9,4.6,0.8,Brown,Large,70,High
959,Yax Cougar,Polar Bear,Predator,Rainforest District,5.9,1.7,5.8,4.2,6.4,Grey,Medium,68,High
960,Dash Yak,Lion,Predator,Tundratown,6.0,0.8,5.2,1.9,10.1,Grey,Large,112,High
961,Fabienne Hyena,Weasel,Predator,,7.8,3.4,8.3,2.0,2.5,Striped,Large,136,Moderate
962,Madge Opossum,Rabbit,Prey,,6.3,0.2,8.6,0.7,8.2,Orange,Large,27,Moderate
963,Agent Mouse,Mouse,Prey,Tundratown,6.5,2.1,7.8,3.6,4.0,Golden,Small,59,Moderate
964,Finnick Lion,Pig,Prey,Meadowlands,8.1,,8.6,3.1,0.3,Golden,Small,83,High
966,Clawhauser Cat,Lion,Predator,Meadowlands,7.4,2.1,6.7,3.1,4.7,Brown,Extra Large,142,Moderate
967,Paws Ocelot,Hedgehog,Prey,Savanna Central,6.0,3.2,5.9,0.5,8.4,,Small,46,High
968,Fluffy Armadillo,Wolf,Predator,Meadowlands,7.2,1.1,7.8,2.1,5.8,Golden,Medium,145,Moderate
969,Fuzzy Coyote,Polar Bear,Predator,Savanna Central,9.7,3.7,7.5,1.0,2.1,Grey,Small,65,High
970,Manchas Macaque,Zebra,Prey,Rainforest District,9.6,0.0,7.8,4.4,2.2,Orange,Medium,87,High
971,Gideon Raccoon,Giraffe,Prey,Rainforest District,7.4,0.3,9.9,3.1,3.3,Orange,Extra Large,53,Moderate
972,Bellwether Porcupine,Hamster,Prey,Sahara Square,7.4,1.7,5.4,0.6,8.9,Golden,Small,39,High
973,,Gazelle,Prey,,9.2,,6.0,3.0,4.8,,Extra Large,120,High
974,Sparky Hare,Mouse,Prey,Tundratown,5.2,0.2,9.2,0.7,8.7,White,Large,118,Low
975,Gazelle Chipmunk,Hippo,Prey,Rainforest District,5.2,1.8,9.2,1.6,6.2,Black,Small,89,Low
976,FruFru Puma,Polar Bear,Predator,Sahara Square,7.2,,7.9,2.0,4.6,Brown,Medium,123,Moderate
977,Peter Pig,Elephant,Prey,Downtown,6.6,0.4,6.8,0.6,9.6,Striped,Small,13,Moderate
978,Raymond Rhino,Polar Bear,Predator,Rainforest District,6.4,2.5,7.3,2.9,4.9,,Small,40,Moderate
979,Duke Porcupine,Hedgehog,Prey,Rainforest District,8.8,1.1,6.6,5.5,2.0,Black,Small,2,High
980,Hooves Rat,Jaguar,Predator,Meadowlands,9.6,2.4,7.7,1.1,3.2,Grey,Extra Large,31,High
981,Bellwether Sheep,Hyena,Predator,Tundratown,6.7,3.4,7.8,3.1,3.0,Grey,Small,119,Moderate
982,Gareth Bear,Fox,Predator,Sahara Square,8.0,0.3,8.4,5.6,1.7,Orange,Small,142,Moderate
